Accession 	Parent Location 	Collected Location 	Method 	Order	Gene attempts	28S attempt	COI attempt	LCA order, if available	Combined order
NZAC03011930	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011933	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011936	Plot 5 	Subplot I 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011937	Plot 5 	Subplot I 	Leaf Litter Collection 	Lithobiomorpha	Both	28S	COI	Lithobiomorpha	Lithobiomorpha
NZAC03011939	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011941	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011944	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011945	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03011946	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03011947	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011949	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011950	Plot 5 	Subplot I 	Leaf Litter Collection 	0	28S only	28S			0
NZAC03011951	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011952	Plot 5 	Subplot I 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011953	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	(Myriapoda)	(Myriapoda)
NZAC03011960	Plot 6 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	(Arthropoda)	(Arthropoda)
NZAC03011964	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03011974	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011976	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011978	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011980	Plot 5 	Subplot I 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03011981	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011983	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011987	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011998	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012002	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012009	Plot 6 	Subplot I 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03012015	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Arthropoda)	(Arthropoda)
NZAC03012016	Plot 6 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012018	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI		Myriapoda
NZAC03012021	Plot 5 	Subplot I 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012033	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012034	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012038	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012040	Plot 6 	Subplot I 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012050	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012052	Plot 6 	Subplot I 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012055	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI		Myriapoda
NZAC03012065	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012068	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012077	Plot 5 	Subplot I 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI	Geophilomorpha	Geophilomorpha
NZAC03012078	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012080	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012081	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012089	Plot 6 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012091	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012093	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012094	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012095	Plot 6 	Subplot I 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	(Insecta)	(Insecta)
NZAC03012099	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012100	Plot 6 	Subplot I 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012103	Plot 5 	Subplot I 	Leaf Litter Collection 	Hymenoptera	28S only	28S			Hymenoptera
NZAC03012106	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012109	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012115	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012117	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012118	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012121	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012122	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012127	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012129	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012131	Plot 6 	Subplot I 	Leaf Litter Collection 	Insecta	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012135	Plot 6 	Subplot I 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012136	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012151	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012154	Plot 6 	Subplot I 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012155	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012158	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012162	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012164	Plot 6 	Subplot I 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012170	Plot 6 	Subplot I 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03012171	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012173	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Pauropoda	Pauropoda
NZAC03012177	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012182	Plot 8 	Subplot O 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03012183	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012192	Plot 4 	Subplot A 	Leaf Litter Collection 	Insecta	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012193	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03012194	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012195	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012196	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012197	Plot 4 	Subplot A 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03012198	Plot 4 	Subplot A 	Leaf Litter Collection 	Myriapoda	Both	28S	COI		Myriapoda
NZAC03012199	Plot 4 	Subplot A 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03012201	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Diplura)	(Diplura)
NZAC03012202	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012203	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012204	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03012205	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012207	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012208	Plot 4 	Subplot A 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012209	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012211	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012212	Plot 4 	Subplot A 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03012214	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012215	Plot 4 	Subplot A 	Leaf Litter Collection 	Arachnida	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012219	Plot 4 	Subplot A 	Leaf Litter Collection 	Thysanoptera	Both	28S	COI		Thysanoptera
NZAC03012220	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012222	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012223	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012224	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012225	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012228	Plot 4 	Subplot A 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03012229	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012232	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012233	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012237	Plot 4 	Subplot A 	Leaf Litter Collection 	Collembola	Both	28S	COI	Collembola	Collembola
NZAC03012238	Plot 4 	Subplot A 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012239	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012240	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012241	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012243	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012244	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012246	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012247	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012248	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012251	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012252	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03012253	Plot 4 	Subplot A 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03012254	Plot 4 	Subplot A 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03012255	Plot 4 	Subplot A 	Leaf Litter Collection 	Collembola	Both	28S	COI	(Hexapoda)	(Hexapoda)
NZAC03012260	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012262	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012264	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012267	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012268	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012269	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012270	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012271	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012272	Plot 4 	Subplot A 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03012274	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012275	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012276	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012277	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012280	Plot 4 	Subplot A 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012281	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012282	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012285	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012286	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012288	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012289	Plot 8 	Subplot O 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012295	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012297	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012299	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012300	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012301	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012303	Plot 4 	Subplot A 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03012306	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012308	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012309	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012310	Plot 4 	Subplot A 	Leaf Litter Collection 	Myriapoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03012311	Plot 4 	Subplot A 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03012312	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012314	Plot 4 	Subplot A 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03012315	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012316	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03012318	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Diplura)	(Diplura)
NZAC03012319	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012320	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012321	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012328	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03012330	Plot 8 	Subplot O 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012331	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012333	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012336	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012337	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012338	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012339	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012341	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012344	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012345	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012348	Plot 4 	Subplot A 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03012349	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012350	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03012351	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012353	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012354	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03012355	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012356	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012358	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012359	Plot 4 	Subplot A 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03012363	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012364	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012365	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012366	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012367	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012368	Plot 4 	Subplot A 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03012369	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012370	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012372	Plot 4 	Subplot A 	Leaf Litter Collection 	Diplura	Both	28S	COI	(Diplura)	(Diplura)
NZAC03012374	Plot 4 	Subplot A 	Leaf Litter Collection 	Siphonaptera	Both	28S	COI	Siphonaptera	Siphonaptera
NZAC03012376	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012380	Plot 4 	Subplot A 	Leaf Litter Collection 	Arachnida	Both	28S	COI	Araneae	Araneae
NZAC03012381	Plot 4 	Subplot A 	Leaf Litter Collection 	Siphonaptera	Both	28S	COI	Siphonaptera	Siphonaptera
NZAC03012382	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03012383	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012384	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012385	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012387	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03012388	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012389	Plot 4 	Subplot A 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03012390	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012391	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012393	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012395	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012397	Plot 4 	Subplot A 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03012401	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012403	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012404	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012405	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012407	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012408	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012409	Plot 4 	Subplot A 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012410	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012411	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012412	Plot 4 	Subplot A 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03012413	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03012415	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012416	Plot 4 	Subplot A 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03012417	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012418	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03012419	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03012420	Plot 4 	Subplot A 	Leaf Litter Collection 	Myriapoda	Both	28S	COI		Myriapoda
NZAC03012421	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
