NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03009138	Plot_LB1	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03009145	Plot_LB1	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03009008	Plot_LB1	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011604	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011442	Plot_6	Pitfall-Trap	Pancrustacea	no rank	COI only	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03011522	Plot_6	Pitfall-Trap	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03010891	Plot_1	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013534	Plot_2	Pitfall-Trap	Isopoda	order	COI only	Arthropoda	Malacostraca	Isopoda
NZAC03013478	Plot_2	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013647	Plot_2	Pitfall-Trap	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013480	Plot_2	Pitfall-Trap	Thysanoptera	order	COI only	Arthropoda	Insecta	Thysanoptera
NZAC03013560	Plot_2	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03006214	Plot_CM30c30	Pitfall-Trap	Scarabaeidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006288	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006289	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006294	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006297	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006325	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03006334	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03006337	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03006347	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03006356	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03006362	Plot_CM30c30	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03006367	Plot_CM30c30	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03006368	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03006380	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009013	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009016	Plot_LB1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03009021	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009022	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009023	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009026	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009029	Plot_7	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03009030	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009031	Plot_7	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03009035	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009053	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009058	Plot_LB1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03009065	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009067	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009069	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009070	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009073	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009074	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009097	Plot_LB1	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009102	Plot_LB1	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009105	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009107	Plot_LB1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03009115	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009117	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009120	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009127	Plot_LB1	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009128	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009131	Plot_LB1	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009132	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009133	Plot_LB1	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03009139	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009141	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009143	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009148	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009151	Plot_LB1	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03009157	Plot_LB1	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009159	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009160	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009171	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009177	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009178	Plot_LB1	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009193	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009228	Plot_LB1	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009231	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009240	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009242	Plot_LB1	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03009243	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009244	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009248	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009250	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009253	Plot_LB1	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03009255	Plot_LB1	Pitfall-Trap	Carabidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009261	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009264	Plot_LB1	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009267	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009268	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009276	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03009287	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03009292	Plot_LB1	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009293	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009294	Plot_LB1	Pitfall-Trap	Scarabaeidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009295	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009297	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009298	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009304	Plot_LB1	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03009306	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009308	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009310	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009319	Plot_7	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03009326	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009328	Plot_7	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009332	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03009335	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009336	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009339	Plot_CM30c30	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03009341	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009342	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009343	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009345	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009346	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009347	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03009348	Plot_LB1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03009349	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009350	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03009353	Plot_LB1	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009355	Plot_LB1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03009356	Plot_LB1	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03010146	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010150	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010163	Plot_7	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010168	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03010170	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010173	Plot_7	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010174	Plot_7	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03010176	Plot_7	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03010178	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010181	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010211	Plot_7	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010267	Plot_1	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010270	Plot_1	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03010273	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010282	Plot_1	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010284	Plot_1	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010286	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010295	Plot_1	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03010296	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010301	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010328	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010334	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03010343	Plot_7	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03010351	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010362	Plot_7	Leaf-Litter	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010367	Plot_7	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010378	Plot_7	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010386	Plot_7	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010398	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010399	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010406	Plot_1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010421	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010424	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010425	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010426	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010427	Plot_6	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010432	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010433	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010434	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010437	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010438	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010441	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010445	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010450	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010451	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010452	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010453	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010454	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010456	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010463	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010464	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010465	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010466	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010470	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010474	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010476	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010478	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010479	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010480	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010481	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010483	Plot_4	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010484	Plot_6	Pitfall-Trap	Scarabaeidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010488	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010492	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010493	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010494	Plot_6	Pitfall-Trap	Thysanoptera	order	28S and COI	Arthropoda	Insecta	Thysanoptera
NZAC03010502	Plot_6	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010504	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010507	Plot_4	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010508	Plot_6	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010509	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010512	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010514	Plot_6	Pitfall-Trap	Scarabaeidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010516	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010518	Plot_6	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010519	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010520	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010521	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010523	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010525	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010526	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010530	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010533	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010536	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010538	Plot_4	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010539	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010545	Plot_6	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010546	Plot_6	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03010548	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010551	Plot_6	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010553	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010559	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010562	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010564	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010565	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010567	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010572	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010573	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010574	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010576	Plot_6	Pitfall-Trap	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03010577	Plot_6	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03010579	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010580	Plot_6	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03010585	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010591	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010592	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010596	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010604	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010606	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010607	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010608	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010613	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010614	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010615	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010616	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010620	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010621	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010624	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010625	Plot_6	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010632	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010633	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010634	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010635	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
