NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03013853	Plot_LB1	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03013887	Plot_LB1	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013907	Plot_LB1	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013980	Plot_LB1	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03014019	Plot_LB1	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03014078	Plot_LB1	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013801	Plot_LB1	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013828	Plot_LB1	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013860	Plot_LB1	Leaf-Litter	Staphylinidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013938	Plot_LB1	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013750	Plot_LB1	Leaf-Litter	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013861	Plot_LB1	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010563	Plot_4	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013914	Plot_LB1	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013985	Plot_LB1	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03014025	Plot_LB1	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03014082	Plot_LB1	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03013916	Plot_LB1	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013952	Plot_LB1	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03014026	Plot_LB1	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010506	Plot_4	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03014053	Plot_LB1	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03010644	Plot_4	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011431	Plot_4	Pitfall-Trap	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011543	Plot_4	Pitfall-Trap	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03011513	Plot_4	Pitfall-Trap	Spirostreptida	order	COI only	Arthropoda	Diplopoda	Spirostreptida
NZAC03011514	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011427	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011567	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011648	Plot_4	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011628	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013577	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013665	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013581	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013471	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013551	Plot_5	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013662	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013611	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013638	Plot_5	Pitfall-Trap	Carabidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013444	Plot_5	Pitfall-Trap	Orthoptera	order	COI only	Arthropoda	Insecta	Orthoptera
NZAC03013612	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013446	Plot_5	Pitfall-Trap	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03013501	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013502	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013493	Plot_5	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03013474	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013500	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013669	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011264	Plot_2	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011266	Plot_2	Leaf-Litter	Hexapoda	superclass	COI only	Arthropoda	(Hexapoda)	(Hexapoda)
NZAC03011314	Plot_2	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011330	Plot_2	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011169	Plot_2	Leaf-Litter	Diplopoda	class	COI only	Arthropoda	Diplopoda	(Diplopoda)
NZAC03013610	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011331	Plot_2	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011339	Plot_2	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011179	Plot_2	Leaf-Litter	Psocoptera	order	COI only	Arthropoda	Insecta	Psocoptera
NZAC03013525	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011333	Plot_2	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011172	Plot_2	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013553	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013679	Plot_5	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011345	Plot_2	Leaf-Litter	Diplopoda	class	COI only	Arthropoda	Diplopoda	(Diplopoda)
NZAC03011128	Plot_2	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03011175	Plot_2	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011255	Plot_2	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012989	Plot_2	Leaf-Litter	Staphylinidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013003	Plot_2	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012861	Plot_3	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03012913	Plot_3	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012924	Plot_3	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012872	Plot_3	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012914	Plot_3	Leaf-Litter	Diplopoda	class	COI only	Arthropoda	Diplopoda	(Diplopoda)
NZAC03012925	Plot_3	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012992	Plot_2	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013639	Plot_5	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03012916	Plot_3	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011402	Plot_2	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012866	Plot_3	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012876	Plot_3	Leaf-Litter	Staphylinidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012918	Plot_3	Leaf-Litter	Diplopoda	class	COI only	Arthropoda	Diplopoda	(Diplopoda)
NZAC03013468	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011394	Plot_2	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012867	Plot_3	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03011395	Plot_2	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03013529	Plot_5	Pitfall-Trap	Thysanoptera	order	COI only	Arthropoda	Insecta	Thysanoptera
NZAC03012995	Plot_2	Leaf-Litter	Staphylinidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012921	Plot_3	Leaf-Litter	Neoptera	subclass	COI only	Arthropoda	Insecta	(Insecta)
NZAC03013011	Plot_2	Leaf-Litter	Mandibulata	no rank	COI only	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03012711	Plot_3	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03012738	Plot_3	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03012769	Plot_3	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011846	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012732	Plot_3	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012764	Plot_3	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011757	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012692	Plot_3	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012749	Plot_3	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012766	Plot_3	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03011764	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012782	Plot_3	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012735	Plot_3	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012743	Plot_3	Leaf-Litter	Diplopoda	class	COI only	Arthropoda	Diplopoda	(Diplopoda)
NZAC03011815	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012810	Plot_3	Leaf-Litter	Pancrustacea	no rank	COI only	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03012737	Plot_3	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012812	Plot_3	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03010288	Plot_1	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03010412	Plot_1	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03010261	Plot_1	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010283	Plot_1	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03010298	Plot_1	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011866	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011840	Plot_5	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013243	Plot_8	Leaf-Litter	Isopoda	order	COI only	Arthropoda	Malacostraca	Isopoda
NZAC03009063	Plot_LB1	Pitfall-Trap	Scarabaeidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010936	Plot_6	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010947	Plot_6	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013255	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013290	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013292	Plot_8	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011830	Plot_5	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011283	Plot_6	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011412	Plot_6	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03011696	Plot_6	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011715	Plot_6	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011937	Plot_5	Leaf-Litter	Lithobiomorpha	order	COI only	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03011951	Plot_5	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011974	Plot_5	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012077	Plot_5	Leaf-Litter	Geophilomorpha	order	COI only	Arthropoda	Chilopoda	Geophilomorpha
NZAC03012121	Plot_5	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012179	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012182	Plot_8	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012195	Plot_8	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012276	Plot_4	Leaf-Litter	Elateridae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012313	Plot_4	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03013347	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012356	Plot_4	Leaf-Litter	Staphylinidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012367	Plot_4	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03013350	Plot_8	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012383	Plot_4	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012397	Plot_4	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013387	Plot_8	Leaf-Litter	Eupulmonata	no rank	COI only	Mollusca	Gastropoda	(Gastropoda)
NZAC03012484	Plot_8	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011818	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012548	Plot_5	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012595	Plot_5	Leaf-Litter	Polydesmida	order	COI only	Arthropoda	Diplopoda	Polydesmida
NZAC03013417	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012694	Plot_5	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012786	Plot_5	Leaf-Litter	Eupulmonata	no rank	COI only	Mollusca	Gastropoda	(Gastropoda)
NZAC03012825	Plot_5	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012828	Plot_5	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012847	Plot_5	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012848	Plot_5	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012980	Plot_6	Leaf-Litter	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012986	Plot_6	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013023	Plot_6	Leaf-Litter	Geophilomorpha	order	COI only	Arthropoda	Chilopoda	Geophilomorpha
NZAC03013041	Plot_6	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03013043	Plot_6	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03012601	Plot_5	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011939	Plot_5	Leaf-Litter	Polydesmida	order	COI only	Arthropoda	Diplopoda	Polydesmida
NZAC03012704	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012697	Plot_5	Leaf-Litter	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012501	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011946	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012839	Plot_5	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010832	Plot_2	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03012806	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012664	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012829	Plot_5	Leaf-Litter	Neoptera	subclass	COI only	Arthropoda	Insecta	(Insecta)
NZAC03011980	Plot_5	Leaf-Litter	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012709	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012520	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012568	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012634	Plot_5	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012530	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012488	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012681	Plot_5	Leaf-Litter	Lithobiomorpha	order	COI only	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012796	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012637	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03011489	Plot_5	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012539	Plot_5	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012612	Plot_5	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012883	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03012899	Plot_5	Leaf-Litter	Protostomia	no rank	COI only	(Protostomia)	(Protostomia)	(Protostomia)
NZAC03012894	Plot_5	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03012903	Plot_5	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011517	Plot_5	Pitfall-Trap	Salpingidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010552	Plot_2	Pitfall-Trap	Endomychidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011518	Plot_5	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010578	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010566	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010818	Plot_2	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03010418	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010661	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010487	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010605	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010486	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010663	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010417	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010460	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010505	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010490	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010439	Plot_6	Pitfall-Trap	Scarabaeidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010436	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010524	Plot_2	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010652	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010446	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010549	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010816	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010588	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010650	Plot_6	Pitfall-Trap	Scarabaeidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010568	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010570	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010571	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010475	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010630	Plot_6	Pitfall-Trap	Salpingidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010554	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013632	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013569	Plot_2	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03010485	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010442	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010503	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010638	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010610	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010435	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010443	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010637	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010543	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010467	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010510	Plot_6	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010497	Plot_6	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC04041423	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010670	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010771	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010694	Plot_CM30c30	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013655	Plot_2	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03010745	Plot_CM30c30	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010732	Plot_CM30c30	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03010699	Plot_CM30c30	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010679	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010776	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010743	Plot_CM30c30	Pitfall-Trap	Onychophora	phylum	COI only	Onychophora	(Onychophora)	(Onychophora)
NZAC03010691	Plot_CM30c30	Pitfall-Trap	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010756	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010713	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010751	Plot_CM30c30	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
